,Unnamed: 0,userId,venueId,venueCategoryId,venueCategory,latitude,longitude,neighborhood_id,Manhattan,competitors,rating,review_count,rent,unsupervised_score,price,half-mile_sub_count
19447,69814,357,4e663b0f18a8ce02fe79fd8d,4bf58dd8d48988d1db931735,Tapas Restaurant,40.74359896,-74.00701689,31,1,1,0.733333333,0.207926829,0.78335348,0.077517593,0.36,0.418367347
19448,69815,826,4b7048bdf964a520f50f2de3,4bf58dd8d48988d104941735,Medical Center,40.76532426,-73.96007655,101,1,0.921568627,0.744444444,0.083231707,0.733979686,0.059441759,0.52,0.193877551
19451,69830,1015,49cd02b2f964a520a9591fe3,4bf58dd8d48988d107941735,Argentinian Restaurant,40.72518882,-73.98324111,40,1,0.960784314,0.827160494,0.092649051,0.557722975,0.090400893,0.422222222,0.081632653
19453,69835,184,49e8b984f964a52070651fe3,4bf58dd8d48988d1e0931735,Coffee Shop,40.72876885,-73.98452093,277,1,0.921568627,0.827956989,0.696105429,0.571930069,0.088852695,0.264516129,0.428571429
19454,69838,1018,4f4004cfe4b031299e36416d,4bf58dd8d48988d1f1931735,General Entertainment,40.75930362,-73.98698873,81,1,0.901960784,0.73015873,0.52820122,0.854408177,0.030092349,0.257142857,0.724489796
19460,69857,216,4dbb09d5ffcbcd48566371bf,4c38df4de52ce0d596b336e1,Parking,40.76338379,-73.98509484,244,1,0.960784314,0.761904762,0.550450058,0.84507459,0.035108676,0.314285714,0.887755102
19464,69878,725,4e53a99ea8097c30ee819dbd,4bf58dd8d48988d198941735,College Academic Building,40.79989212,-73.93894708,231,1,1,0.802469136,0.029302168,0.881049779,0.013581219,0.466666667,0.112244898
19465,69890,977,4be9c9016295c9b67da68508,4bf58dd8d48988d1aa941735,College Academic Building,40.72956767,-73.99635459,6,1,0.960784314,0.833333333,0.377477134,0.625786562,0.058374649,0.1,0.43877551
19466,69893,30,4b2ac31af964a5201baf24e3,4bf58dd8d48988d124941735,Office,40.70516234,-74.01135509,29,1,0.960784314,0.688888889,0.122408537,0.77762502,0.032687045,0.4,0.806122449
19467,69896,362,4ad3ed2af964a520f8e620e3,4bf58dd8d48988d118951735,Food & Drink Shop,40.73404224,-74.0026212,293,1,0.941176471,0.869281046,0.414185796,0.595801347,0.085455369,0.364705882,0.469387755
19468,69901,934,4dcc6efd22716e1aafb5a5ac,4bf58dd8d48988d1fe931735,Bus Station,40.8485393,-73.93785065,273,1,1,0.740740741,0.031504065,0.866276742,0.007596922,0.6,0.193877551
19469,69909,1,3fd66200f964a52075ea1ee3,4bf58dd8d48988d110941735,Italian Restaurant,40.774364,-73.981734,38,1,0.921568627,0.666666667,0.293902439,0.628028153,0.067991698,0.2,0.193877551
19470,69917,459,4b1c31dbf964a520030424e3,4bf58dd8d48988d103951735,Clothing Store,40.78843755,-73.97648335,195,1,0.980392157,0.735042735,0.216463415,0.651237953,0.02852878,0.446153846,0.183673469
19472,69949,255,4bbfc9c7920eb713a803182c,4bf58dd8d48988d123941735,Bar,40.72984951,-73.99881076,293,1,0.941176471,0.869281046,0.414185796,0.595801347,0.085455369,0.364705882,0.469387755
19473,69951,800,4ad5056bf964a520510121e3,4bf58dd8d48988d137941735,Theater,40.75770021,-73.98275328,15,1,0.941176471,0.765432099,0.33553523,0.745986428,0.034413025,0.377777778,1
19475,69958,728,4bc5ef686c26b7136efbebf3,4bf58dd8d48988d10c951735,Cosmetics Shop,40.742981,-73.994879,200,1,0.921568627,0.703703704,0.121189024,0.85900047,0.030079202,0.333333333,0.744897959
19476,69972,220,4fb2eabae4b0e9a98cffd990,4bf58dd8d48988d1f1931735,General Entertainment,40.74839365,-73.98480215,47,1,0.823529412,0.777777778,0.43117378,0.535931886,0.06987141,0.3,0.969387755
19477,69974,225,4fb2ea28e4b09ed2e0521c07,4bf58dd8d48988d16d941735,Café,40.7576728,-73.98955406,81,1,0.901960784,0.73015873,0.52820122,0.854408177,0.030092349,0.257142857,0.724489796
19479,69989,830,4a2093b8f964a520a27c1fe3,4bf58dd8d48988d116941735,Bar,40.72884895,-74.00041184,293,1,0.941176471,0.869281046,0.414185796,0.595801347,0.085455369,0.364705882,0.469387755
19480,70027,148,460d50e2f964a52008451fe3,4bf58dd8d48988d1e5931735,Music Venue,40.84740122,-73.9380312,273,1,1,0.740740741,0.031504065,0.866276742,0.007596922,0.6,0.193877551
19482,70036,680,4b6e1e8bf964a520dfab2ce3,4bf58dd8d48988d113941735,Korean Restaurant,40.717946,-74.00547308,292,1,0.941176471,0.530864198,0.14803523,0.748289728,0.101105121,0.422222222,0.816326531
19483,70048,826,4c1fdbcda34cd13a36187d74,4bf58dd8d48988d123941735,Bar,40.76527392,-73.96114416,101,1,0.921568627,0.744444444,0.083231707,0.733979686,0.059441759,0.52,0.193877551
19484,70055,200,4db8b56d6a2334682d9952c3,4bf58dd8d48988d1ca941735,Pizza Place,40.7742514,-73.95457772,2,1,0.980392157,0.766666667,0.330335366,0.715101088,0.033941418,0.24,0.224489796
19486,70073,727,4b36e468f964a520e03d25e3,4bf58dd8d48988d102941735,Gym / Fitness Center,40.7660539,-73.977934,110,1,0.921568627,0.777777778,1,0.558651163,0.064846372,0.142857143,0.989795918
19487,70079,642,4a9c1586f964a520ef3520e3,4bf58dd8d48988d1ca941735,Pizza Place,40.73047,-74.000071,293,1,0.941176471,0.869281046,0.414185796,0.595801347,0.085455369,0.364705882,0.469387755
19488,70091,329,4e4dcadcbd41b76bef9331d2,4bf58dd8d48988d1e0931735,Coffee Shop,40.76329352,-73.97912036,110,1,0.921568627,0.777777778,1,0.558651163,0.064846372,0.142857143,0.989795918
19489,70094,246,4266ed00f964a52034211fe3,4bf58dd8d48988d110941735,Italian Restaurant,40.72895557,-73.98443485,277,1,0.921568627,0.827956989,0.696105429,0.571930069,0.088852695,0.264516129,0.428571429
19490,70095,460,4a60c4d0f964a5202bc11fe3,4bf58dd8d48988d176941735,Gym / Fitness Center,40.75816794,-73.99146512,81,1,0.901960784,0.73015873,0.52820122,0.854408177,0.030092349,0.257142857,0.724489796
19491,70119,991,4eef77e96da153687cf5fc46,4bf58dd8d48988d1ca941735,Pizza Place,40.71810143,-74.00297699,220,1,0.980392157,0.888888889,0.408536585,0.769178547,0.017177141,0,0.632653061
19492,70125,530,4aabd271f964a5203e5a20e3,4bf58dd8d48988d149941735,Thai Restaurant,40.733923,-73.999785,293,1,0.941176471,0.869281046,0.414185796,0.595801347,0.085455369,0.364705882,0.469387755
19495,70132,944,4aa9a0e0f964a520935420e3,4bf58dd8d48988d107951735,Clothing Store,40.75613737,-73.98709203,15,1,0.941176471,0.765432099,0.33553523,0.745986428,0.034413025,0.377777778,1
19496,70135,56,4a3812dbf964a520af9e1fe3,4bf58dd8d48988d10f941735,Indian Restaurant,40.727011,-73.98745635,277,1,0.921568627,0.827956989,0.696105429,0.571930069,0.088852695,0.264516129,0.428571429
19498,70140,246,4bf1b7b978cec92856bbba86,4bf58dd8d48988d122951735,Electronics Store,40.75993563,-73.96790028,256,1,0.882352941,0.753968254,0.212652439,0.782408133,0.051084249,0.3,0.37755102
19499,70230,635,4c2a2a0f1ffdb7136ee7ddf1,4bf58dd8d48988d1f2931735,Performing Arts Venue,40.7622923,-73.98472309,244,1,0.960784314,0.761904762,0.550450058,0.84507459,0.035108676,0.314285714,0.887755102
19501,70258,84,4b6f3ab8f964a520aae52ce3,4d954b06a243a5684965b473,Residential Building (Apartment / Condo),40.78841952,-73.97379425,195,1,0.980392157,0.735042735,0.216463415,0.651237953,0.02852878,0.446153846,0.183673469
19502,70271,633,4c213dab99282d7f694d65b0,4bf58dd8d48988d1e7941735,Playground,40.78747057,-73.94741981,87,1,0.921568627,0.728888889,0.032621951,0.858109861,0.091685865,0.552,0.142857143
19503,70272,633,4eb1c90e9a52cc10f68bc442,4bf58dd8d48988d162941735,Other Great Outdoors,40.79131895,-73.94750017,87,1,0.921568627,0.728888889,0.032621951,0.858109861,0.091685865,0.552,0.142857143
19504,70273,633,4da1d017c6e96ea82c12c85d,4bf58dd8d48988d110951735,Salon / Barbershop,40.78682966,-73.9456633,87,1,0.921568627,0.728888889,0.032621951,0.858109861,0.091685865,0.552,0.142857143
19505,70284,558,4b50deaaf964a520293627e3,4bf58dd8d48988d1df941735,Bridge,40.77578869,-73.9717868,38,1,0.921568627,0.666666667,0.293902439,0.628028153,0.067991698,0.2,0.193877551
19506,70287,534,4ce6e96ef8653704f6e3a5c4,4bf58dd8d48988d103941735,Home (private),40.72134149,-73.98887973,187,1,0.784313725,0.816425121,0.525053022,0.523787143,0.09785353,0.460869565,0.214285714
19507,70305,558,4b8dbba4f964a5201e0b33e3,4bf58dd8d48988d176941735,Gym / Fitness Center,40.71291708,-74.00925486,292,1,0.941176471,0.530864198,0.14803523,0.748289728,0.101105121,0.422222222,0.816326531
19509,70337,558,3fd66200f964a52001e51ee3,4bf58dd8d48988d118941735,Bar,40.72696058,-73.98003864,184,1,1,0.777777778,0.210873984,0.678695145,0.044301489,0.4,0.081632653
19510,70344,1083,4ef814d19a52c90841a52f78,4bf58dd8d48988d116941735,Bar,40.73293216,-73.98643204,277,1,0.921568627,0.827956989,0.696105429,0.571930069,0.088852695,0.264516129,0.428571429
19515,70399,912,4f95cf8bd5fb282730b426c5,4bf58dd8d48988d116941735,Bar,40.76976806,-73.9544034,101,1,0.921568627,0.744444444,0.083231707,0.733979686,0.059441759,0.52,0.193877551
19517,70413,534,4c899f201eafb1f79c847335,4bf58dd8d48988d11e941735,Bar,40.721874,-74.004296,220,1,0.980392157,0.888888889,0.408536585,0.769178547,0.017177141,0,0.632653061
19521,70428,509,4b77115af964a520ea792ee3,4bf58dd8d48988d1fa931735,Hotel,40.75737892,-73.98828575,81,1,0.901960784,0.73015873,0.52820122,0.854408177,0.030092349,0.257142857,0.724489796
19522,70445,948,4af4f840f964a520c1f721e3,4bf58dd8d48988d116941735,Bar,40.738143,-73.998552,200,1,0.921568627,0.703703704,0.121189024,0.85900047,0.030079202,0.333333333,0.744897959
19524,70472,181,4b4e97d7f964a5204df226e3,4bf58dd8d48988d1ca941735,Pizza Place,40.7332686,-73.99995849,293,1,0.941176471,0.869281046,0.414185796,0.595801347,0.085455369,0.364705882,0.469387755
19529,70626,443,4f607fd5e4b04905880ef722,4bf58dd8d48988d130941735,Building,40.70979805,-73.99198736,90,1,0,0.807977208,0.380519074,0.71585751,0.792497479,0.497435897,0.418367347
19531,70643,492,4ae76934f964a5200fab21e3,4bf58dd8d48988d124941735,Office,40.75836037,-73.97549885,110,1,0.921568627,0.777777778,1,0.558651163,0.064846372,0.142857143,0.989795918
19532,70659,295,3fd66200f964a520a8e91ee3,4bf58dd8d48988d14e941735,American Restaurant,40.73679404,-73.98679975,134,1,0.960784314,0.740740741,0.563897358,0,0.077374494,0.366666667,0.632653061
19536,70693,465,49c64908f964a52030571fe3,4bf58dd8d48988d1e0931735,Coffee Shop,40.73718882,-74.00127837,31,1,1,0.733333333,0.207926829,0.78335348,0.077517593,0.36,0.418367347
19537,70704,150,4c7e6385d461a14313dd7ff5,4bf58dd8d48988d124941735,Office,40.7578952,-73.96944946,256,1,0.882352941,0.753968254,0.212652439,0.782408133,0.051084249,0.3,0.37755102
19538,70727,879,4ac67e00f964a520a2b420e3,4bf58dd8d48988d196941735,Medical Center,40.73423003,-73.98337311,184,1,1,0.777777778,0.210873984,0.678695145,0.044301489,0.4,0.081632653
19540,70737,1044,4af417f9f964a52008f021e3,4bf58dd8d48988d1c5941735,Sandwich Place,40.75701019,-73.97204946,256,1,0.882352941,0.753968254,0.212652439,0.782408133,0.051084249,0.3,0.37755102
19544,70788,921,4eba7260dab495868c53f272,4bf58dd8d48988d1f1931735,General Entertainment,40.7998127,-73.94333274,231,1,1,0.802469136,0.029302168,0.881049779,0.013581219,0.466666667,0.112244898
19545,70791,951,4e7205b9ae6067986eb8be36,4bf58dd8d48988d12b941735,Government Building,40.71629786,-74.00122404,90,1,0,0.807977208,0.380519074,0.71585751,0.792497479,0.497435897,0.418367347
19546,70802,101,4b4c888df964a52062b526e3,4bf58dd8d48988d124941735,Office,40.74824322,-73.99192997,254,1,0.882352941,0.722222222,0.223323171,0.85900047,0.081872967,0.45,0.867346939
19547,70807,951,4b0b1231f964a5206d2c23e3,4bf58dd8d48988d12b941735,Government Building,40.71663946,-74.00188667,90,1,0,0.807977208,0.380519074,0.71585751,0.792497479,0.497435897,0.418367347
19550,70841,649,4f8ad772e4b0202c078183eb,4bf58dd8d48988d1cb941735,Food Truck,40.73636711,-73.99079941,134,1,0.960784314,0.740740741,0.563897358,0,0.077374494,0.366666667,0.632653061
19556,70917,675,4b6d9ed6f964a520eb802ce3,4bf58dd8d48988d110951735,Salon / Barbershop,40.77683247,-73.96181571,2,1,0.980392157,0.766666667,0.330335366,0.715101088,0.033941418,0.24,0.224489796
19557,70926,445,4b66e572f964a5203b2f2be3,4bf58dd8d48988d12b941735,Government Building,40.71652206,-74.00217933,90,1,0,0.807977208,0.380519074,0.71585751,0.792497479,0.497435897,0.418367347
19558,70958,472,4e4c4f88bd413c4cc6686842,4bf58dd8d48988d10b941735,Falafel Restaurant,40.77777619,-73.97856939,38,1,0.921568627,0.666666667,0.293902439,0.628028153,0.067991698,0.2,0.193877551
19561,70974,136,4b5f3f33f964a520c8af29e3,4bf58dd8d48988d1e0931735,Coffee Shop,40.7588767,-73.99229726,81,1,0.901960784,0.73015873,0.52820122,0.854408177,0.030092349,0.257142857,0.724489796
19563,70994,280,4bc66ee5db8fa5932f6c9c37,4bf58dd8d48988d10f951735,Drugstore / Pharmacy,40.73979466,-73.97957376,264,1,0.921568627,0.777777778,0.213700457,0.824185771,0.065094558,0.4,0.459183673
19565,71004,212,4b66fc80f964a520a6332be3,4bf58dd8d48988d178941735,Medical Center,40.746919,-73.983745,47,1,0.823529412,0.777777778,0.43117378,0.535931886,0.06987141,0.3,0.969387755
19566,71016,878,4a5b500bf964a520f9ba1fe3,4bf58dd8d48988d1e0931735,Coffee Shop,40.74911838,-73.98829722,47,1,0.823529412,0.777777778,0.43117378,0.535931886,0.06987141,0.3,0.969387755
19575,71097,359,4defd1aa1f6e6d35418a6dc7,4bf58dd8d48988d1f9931735,Road,40.80773608,-73.94555424,129,1,1,0.717171717,0.014550998,0.881049779,0.019202327,0.6,0.183673469
19576,71111,934,4eb187666da152b3a9531573,4bf58dd8d48988d1cb941735,Food Truck,40.779661,-73.977059,38,1,0.921568627,0.666666667,0.293902439,0.628028153,0.067991698,0.2,0.193877551
19577,71126,37,4e43cc89315130a66d37dbcc,4bf58dd8d48988d178941735,Medical Center,40.75388918,-73.97038937,256,1,0.882352941,0.753968254,0.212652439,0.782408133,0.051084249,0.3,0.37755102
19582,71170,745,4b24ab0ff964a520586924e3,4bf58dd8d48988d10a951735,Bank,40.75351533,-73.9785862,62,1,0.882352941,0.675213675,0.294910882,0.754960405,0.055866032,0.353846154,0.520408163
19585,71184,39,4ade0324f964a520586721e3,4bf58dd8d48988d1cb941735,Food Truck,40.72545376,-73.9999634,220,1,0.980392157,0.888888889,0.408536585,0.769178547,0.017177141,0,0.632653061
19586,71202,37,4ae4bb20f964a520899d21e3,4bf58dd8d48988d1d2941735,Sushi Restaurant,40.73059947,-74.00040037,293,1,0.941176471,0.869281046,0.414185796,0.595801347,0.085455369,0.364705882,0.469387755
19589,71238,187,4b283fd2f964a520869124e3,4bf58dd8d48988d1c5941735,Sandwich Place,40.754605,-73.98760854,15,1,0.941176471,0.765432099,0.33553523,0.745986428,0.034413025,0.377777778,1
19592,71248,472,4ec00e278b81127c0b497af2,4bf58dd8d48988d1c1941735,Mexican Restaurant,40.79075,-73.972611,56,1,0.941176471,0.688888889,0.198704268,0.651237953,0.04768427,0.34,0.153061224
19593,71260,1013,4b214523f964a520443924e3,4bf58dd8d48988d1ae941735,University,40.72022141,-74.00619055,220,1,0.980392157,0.888888889,0.408536585,0.769178547,0.017177141,0,0.632653061
19594,71267,951,4ddaa765d4c05d509735aba8,4bf58dd8d48988d1ca941735,Pizza Place,40.7173763,-74.0037976,220,1,0.980392157,0.888888889,0.408536585,0.769178547,0.017177141,0,0.632653061
19597,71289,280,4be046622ffe0f4724e6876a,503287a291d4c4b30a586d65,Financial or Legal Service,40.748215,-73.985275,47,1,0.823529412,0.777777778,0.43117378,0.535931886,0.06987141,0.3,0.969387755
19598,71311,1044,4c6045eac6a103bbd7ff675b,4bf58dd8d48988d122951735,Electronics Store,40.7632041,-73.9673992,205,1,0.980392157,0.777777778,0.474847561,0.765000783,0.074442707,0,0.326530612
19601,71332,714,49d9658af964a520325e1fe3,4bf58dd8d48988d1e0931735,Coffee Shop,40.84126802,-73.94026164,273,1,1,0.740740741,0.031504065,0.866276742,0.007596922,0.6,0.193877551
19603,71350,970,4faaac34e4b0a11ffad201a8,4bf58dd8d48988d1cb941735,Food Truck,40.745507,-73.986665,47,1,0.823529412,0.777777778,0.43117378,0.535931886,0.06987141,0.3,0.969387755
19604,71351,301,4b5808a6f964a520414928e3,4bf58dd8d48988d1e1941735,Athletic & Sport,40.82946407,-73.93669107,233,1,0.980392157,0.733333333,0.01554878,0.91617781,0.066904931,0.6,0.112244898
19606,71355,972,4b2a4524f964a520b8a624e3,4bf58dd8d48988d10f951735,Drugstore / Pharmacy,40.741133,-74.001556,31,1,1,0.733333333,0.207926829,0.78335348,0.077517593,0.36,0.418367347
19608,71360,712,4b521627f964a520b86627e3,4bf58dd8d48988d118951735,Food & Drink Shop,40.75806643,-73.99280228,81,1,0.901960784,0.73015873,0.52820122,0.854408177,0.030092349,0.257142857,0.724489796
19612,71369,201,4b68752cf964a520d2792be3,4bf58dd8d48988d1c1941735,Mexican Restaurant,40.75457187,-73.97416592,62,1,0.882352941,0.675213675,0.294910882,0.754960405,0.055866032,0.353846154,0.520408163
19614,71385,993,4addfb00f964a5200a6721e3,4bf58dd8d48988d114951735,Bookstore,40.753368,-73.97462194,62,1,0.882352941,0.675213675,0.294910882,0.754960405,0.055866032,0.353846154,0.520408163
19616,71416,1031,4dae029ef7b17488f488c1ce,4bf58dd8d48988d1ca941735,Pizza Place,40.75509727,-73.97373112,62,1,0.882352941,0.675213675,0.294910882,0.754960405,0.055866032,0.353846154,0.520408163
19618,71430,271,49e60c3ef964a520f8631fe3,4bf58dd8d48988d151941735,Taco Place,40.73928686,-73.99239421,75,1,0.980392157,0.755555556,0.185060976,0.655179693,0.035680561,0.2,0.867346939
19620,71460,1017,4b589fd7f964a520006228e3,4bf58dd8d48988d102951735,Clothing Store,40.74929604,-73.98800454,47,1,0.823529412,0.777777778,0.43117378,0.535931886,0.06987141,0.3,0.969387755
19621,71462,1017,4d88a71024bf14568250c35d,4bf58dd8d48988d102951735,Clothing Store,40.74901261,-73.9883709,47,1,0.823529412,0.777777778,0.43117378,0.535931886,0.06987141,0.3,0.969387755
19622,71465,1017,4bf13ce0f45ec9283694943c,4bf58dd8d48988d1f2941735,Sporting Goods Shop,40.75290285,-73.98949093,254,1,0.882352941,0.722222222,0.223323171,0.85900047,0.081872967,0.45,0.867346939
19623,71471,934,4fa877510cd6636384b1ad68,4bf58dd8d48988d110941735,Italian Restaurant,40.78017585,-73.98038864,38,1,0.921568627,0.666666667,0.293902439,0.628028153,0.067991698,0.2,0.193877551
19626,71481,987,4fa6eaa3e4b00f71963cafa1,4bf58dd8d48988d10a951735,Bank,40.75928678,-73.97050554,256,1,0.882352941,0.753968254,0.212652439,0.782408133,0.051084249,0.3,0.37755102
19635,71559,999,4a733937f964a520dadb1fe3,4bf58dd8d48988d103951735,Clothing Store,40.76269861,-73.97360802,110,1,0.921568627,0.777777778,1,0.558651163,0.064846372,0.142857143,0.989795918
19638,71581,897,4fac44bae4b03525f2c3b3e0,4bf58dd8d48988d1d0941735,Dessert Shop,40.74282409,-74.00027412,200,1,0.921568627,0.703703704,0.121189024,0.85900047,0.030079202,0.333333333,0.744897959
19639,71582,984,4c3f4bb8af052d7f3c1e7a79,4bf58dd8d48988d1f2941735,Sporting Goods Shop,40.74938293,-73.98373467,47,1,0.823529412,0.777777778,0.43117378,0.535931886,0.06987141,0.3,0.969387755
19640,71588,570,4a7464baf964a52002de1fe3,4bf58dd8d48988d128951735,Gift Shop,40.76117398,-73.97808097,110,1,0.921568627,0.777777778,1,0.558651163,0.064846372,0.142857143,0.989795918
19643,71592,220,4b17f7bef964a52079ca23e3,4bf58dd8d48988d1d5941735,Hotel,40.75608,-73.98141,15,1,0.941176471,0.765432099,0.33553523,0.745986428,0.034413025,0.377777778,1
19644,71616,464,4b328d22f964a520640e25e3,4bf58dd8d48988d1ed941735,Spa / Massage,40.78437767,-73.9796369,195,1,0.980392157,0.735042735,0.216463415,0.651237953,0.02852878,0.446153846,0.183673469
19647,71642,459,4f9ad369e4b0a3d1db1f07a6,4bf58dd8d48988d1a9941735,College Academic Building,40.808158,-73.960402,186,1,0.921568627,0.785185185,0.161382114,0.843449905,0.063668741,0.333333333,0.153061224
19650,71667,1039,4a64df96f964a520eac61fe3,4bf58dd8d48988d1d5941735,Hotel,40.76254088,-73.97665246,110,1,0.921568627,0.777777778,1,0.558651163,0.064846372,0.142857143,0.989795918
19652,71679,616,4ec4407382313b672fccf581,4bf58dd8d48988d11d941735,Bar,40.72081044,-74.00495678,220,1,0.980392157,0.888888889,0.408536585,0.769178547,0.017177141,0,0.632653061
19653,71697,460,4f3c351de4b0ad1bcb0df0a6,4bf58dd8d48988d124941735,Office,40.75094639,-73.9875282,47,1,0.823529412,0.777777778,0.43117378,0.535931886,0.06987141,0.3,0.969387755
19656,71722,509,4ad51d0cf964a520f40121e3,4bf58dd8d48988d1c1941735,Mexican Restaurant,40.800146,-73.951279,129,1,1,0.717171717,0.014550998,0.881049779,0.019202327,0.6,0.183673469
19657,71726,1075,4fa11780e4b0e6e21243f5aa,4bf58dd8d48988d110951735,Salon / Barbershop,40.76419071,-73.97873009,110,1,0.921568627,0.777777778,1,0.558651163,0.064846372,0.142857143,0.989795918
19659,71738,933,4b89aba7f964a520a94a32e3,4bf58dd8d48988d1ed941735,Spa / Massage,40.747925,-73.987047,47,1,0.823529412,0.777777778,0.43117378,0.535931886,0.06987141,0.3,0.969387755
19660,71739,756,4a01d7b8f964a52001711fe3,4bf58dd8d48988d14e941735,American Restaurant,40.74270792,-73.98471032,264,1,0.921568627,0.777777778,0.213700457,0.824185771,0.065094558,0.4,0.459183673
19661,71764,349,4b5884a0f964a520b95b28e3,4bf58dd8d48988d1fd931735,Subway,40.75769266,-73.97150517,256,1,0.882352941,0.753968254,0.212652439,0.782408133,0.051084249,0.3,0.37755102
19663,71783,830,4b452ceaf964a520110726e3,4bf58dd8d48988d127951735,Arts & Crafts Store,40.74463845,-73.9970375,200,1,0.921568627,0.703703704,0.121189024,0.85900047,0.030079202,0.333333333,0.744897959
19665,71789,577,4c0500ef0d0e0f4706a5049a,4bf58dd8d48988d103941735,Home (private),40.74277689,-74.00063278,200,1,0.921568627,0.703703704,0.121189024,0.85900047,0.030079202,0.333333333,0.744897959
19666,71791,1017,4c5f09fb85a1e21e18cc5d11,4bf58dd8d48988d1fa931735,Hotel,40.76763525,-73.98299433,265,1,1,0.777777778,0.6125,0.826506751,0.06397799,0.28,0.346938776
19669,71811,349,4bb4ea2a0ef1c9b6539af412,4bf58dd8d48988d1c1941735,Mexican Restaurant,40.75627073,-73.96599422,256,1,0.882352941,0.753968254,0.212652439,0.782408133,0.051084249,0.3,0.37755102
19671,71814,1017,4eb1a0feb8f7fd711df50764,4bf58dd8d48988d117941735,Beer Garden,40.76848628,-73.98196128,265,1,1,0.777777778,0.6125,0.826506751,0.06397799,0.28,0.346938776
19672,71816,1066,4ba56a50f964a520df0439e3,4bf58dd8d48988d110941735,Italian Restaurant,40.75998439,-73.98671061,244,1,0.960784314,0.761904762,0.550450058,0.84507459,0.035108676,0.314285714,0.887755102
19673,71818,399,4ad784f0f964a520bc0b21e3,4bf58dd8d48988d103951735,Clothing Store,40.73968619,-74.00800389,31,1,1,0.733333333,0.207926829,0.78335348,0.077517593,0.36,0.418367347
19675,71829,1039,4e9cbd1282310f9e5f3f4a61,4bf58dd8d48988d130941735,Building,40.736752,-74.009499,31,1,1,0.733333333,0.207926829,0.78335348,0.077517593,0.36,0.418367347
19676,71834,186,4f8fab06e4b00b6012855856,4bf58dd8d48988d1c4941735,Restaurant,40.7657746,-73.98343624,244,1,0.960784314,0.761904762,0.550450058,0.84507459,0.035108676,0.314285714,0.887755102
19681,71865,348,4e4e634f62e14b77e38c5503,4d4b7105d754a06374d81259,Food,40.75440529,-73.99043785,254,1,0.882352941,0.722222222,0.223323171,0.85900047,0.081872967,0.45,0.867346939
19682,71868,271,4b48f50bf964a520655f26e3,4bf58dd8d48988d100951735,Pet Store,40.74563957,-73.999069,200,1,0.921568627,0.703703704,0.121189024,0.85900047,0.030079202,0.333333333,0.744897959
19683,71892,66,4a8ca7e6f964a520d10e20e3,4bf58dd8d48988d124941735,Office,40.74477026,-73.98525554,264,1,0.921568627,0.777777778,0.213700457,0.824185771,0.065094558,0.4,0.459183673
19684,71902,664,4aff5e6ef964a520db3722e3,4bf58dd8d48988d10a951735,Bank,40.73990873,-73.98536682,264,1,0.921568627,0.777777778,0.213700457,0.824185771,0.065094558,0.4,0.459183673
19685,71908,686,4e6be92e18a8a5d4e6efe986,4bf58dd8d48988d10c941735,French Restaurant,40.74762118,-74.00362545,167,1,0.960784314,0.611111111,0.150914634,0.882430762,0.026572066,0.6,0.132653061
19689,71960,424,4b37ae69f964a5203c4425e3,4bf58dd8d48988d10a951735,Bank,40.77756347,-73.97842591,38,1,0.921568627,0.666666667,0.293902439,0.628028153,0.067991698,0.2,0.193877551
19690,71967,399,4b797adef964a520affb2ee3,4bf58dd8d48988d104951735,Clothing Store,40.739531,-74.00561213,31,1,1,0.733333333,0.207926829,0.78335348,0.077517593,0.36,0.418367347
19691,71977,727,4cd9ddb8ccf060fc867cec83,4bf58dd8d48988d110941735,Italian Restaurant,40.73359162,-73.99297444,134,1,0.960784314,0.740740741,0.563897358,0,0.077374494,0.366666667,0.632653061
19695,71990,313,4e4e4b9abd4101d0d7a711e1,4bf58dd8d48988d1c5941735,Sandwich Place,40.77882721,-73.95414148,261,1,0.843137255,0.777777778,0.187901155,0.886852229,0.073640797,0.368421053,0.163265306
19696,71992,182,4e583652196b5a88b8c8b2dc,4bf58dd8d48988d121941735,Bar,40.72112114,-73.9878381,187,1,0.784313725,0.816425121,0.525053022,0.523787143,0.09785353,0.460869565,0.214285714
19697,71995,1070,4df61f04d4c01ff6b2f4be32,4bf58dd8d48988d124941735,Office,40.76265052,-73.96983975,205,1,0.980392157,0.777777778,0.474847561,0.765000783,0.074442707,0,0.326530612
19699,72001,929,4ace8227f964a520f8d020e3,4bf58dd8d48988d1c9941735,Ice Cream Shop,40.78285727,-73.95076632,261,1,0.843137255,0.777777778,0.187901155,0.886852229,0.073640797,0.368421053,0.163265306
19703,72014,130,4cd8439f51fc8cfa489ee85d,4bf58dd8d48988d10f941735,Indian Restaurant,40.752274,-73.985987,47,1,0.823529412,0.777777778,0.43117378,0.535931886,0.06987141,0.3,0.969387755
19707,72021,633,4e29f3c08877b69d49d00461,4bf58dd8d48988d1a3941735,College Academic Building,40.70900569,-74.00752761,155,1,0.980392157,0.654320988,0.117716802,0.741315183,0.02369549,0.511111111,0.979591837
19708,72036,501,4f08936de4b0e624d741ee11,4bf58dd8d48988d150941735,Spanish Restaurant,40.72282046,-73.99459279,6,1,0.960784314,0.833333333,0.377477134,0.625786562,0.058374649,0.1,0.43877551
19710,72053,1047,4e699018b993d5439ece2ed7,4bf58dd8d48988d1fd931735,Subway,40.783243,-73.976591,195,1,0.980392157,0.735042735,0.216463415,0.651237953,0.02852878,0.446153846,0.183673469
