name,price,rating,zip code,latitude,longitude,review count
King Wah,$,3.5,11102,40.7719699594225,-73.9257651953376,36
BoCaphê,$$,4.0,10012,40.7219922719125,-73.9975724296317,399
Young Chow Garden,$,1.5,10025,40.7918192446232,-73.972065076232,12
Global Cuisine,NA,1.0,10282,40.7152896,-74.0148746,1
Lucky Garden,$,4.0,11237,40.7003,-73.91221,9
Tasty Fusion,$$,4.0,07071,40.8150520324707,-74.1142501831055,63
88 Reach House,$,2.0,10002,40.71447,-73.99375,2
Young City Fish Balls 榕城鱼丸店,$,4.0,10002,40.71511,-73.993804,4
New Fresco Tortillas,$,2.0,10007,40.7147827,-74.0064545,36
P.F. Chang's,$$,3.0,07093,40.7802677928232,-74.0095958081818,325
Hong Kong,$,3.0,11106,40.76302,-73.92822,39
OBAO,$$,3.0,10004,40.70332,-74.01065,166
C And Y Chinese,$,4.0,11215,40.67046,-73.98505,33
Zeng Xing Fu Zhou,$,3.0,10002,40.714851,-73.993935,10
Fried Dumpling,$,3.5,10013,40.7145984,-73.9993465,415
New Sze's Garden,$,4.0,11385,40.7082630466795,-73.9197599887848,13
Grill On Lee,$$,4.5,11211,40.7044641162683,-73.9587070047855,10
New Apolo,$$,3.5,11211,40.71078,-73.95076,104
Sawadee,$$,3.0,07302,40.72014,-74.04386,426
Sanuria,$,3.5,10013,40.7147,-73.9980099,201
Hong Kong Cafe,$,3.5,11238,40.687202,-73.956611,21
Chinese Max,NA,2.5,10038,40.706359,-74.003814,3
Eden Wok,$$,2.5,10016,40.7477,-73.98239,94
Tum & Yum,$$,4.0,10025,40.7984,-73.96326,263
Yummy Yummy Chinese Restaurant,$,3.5,11378,40.7318726,-73.8999329,27
Tse's Lay On,NA,5.0,10002,40.7134256511927,-73.9971920102835,1
Ten Full Restaurant,$,3.0,11104,40.7400043308735,-73.9250949025154,57
Xiao Dong Bei Chinese Cuisine,$$,4.5,11354,40.7624327,-73.8311868,30
Aaron's Chinese and Thai,$$,1.5,10001,40.750379,-73.998141,41
Ozen,$$,3.0,10025,40.7948819801249,-73.9700052707462,151
Empire Express,$,3.0,11101,40.7443362968621,-73.9313001176036,16
Chang Wang Restaurant,$,3.5,10002,40.71599,-73.99175,25
Lucky Chinese Restaurant,$,4.0,11377,40.7367175,-73.8960949,16
Kay's Spring Garden,$,3.5,07307,40.750907,-74.046302,20
Five Loaves and Two Fish Bakery,$$$,3.5,10002,40.71501,-73.99288,2
Laut,$$,3.5,10003,40.73763,-73.99105,916
Wen Gee House,$,4.0,11231,40.678898,-74.010712,10
Chinese Food Cart,$,4.0,11373,40.7386440537572,-73.8773260717161,89
Empire Szechuan Garden,$,3.0,11104,40.7442207,-73.9186554,22
Asian Wok,$,2.5,10038,40.709792012435,-74.0018463134766,27
Istana Sushi & Wok,$$,3.0,07030,40.74845,-74.0278699,45
Fortune Cookie Chinese Kitchen,$,3.5,11222,40.723381,-73.9506989,32
Hua Du Dumpling,$,3.0,10002,40.714809,-73.993072,10
Hong Kong Stir Fry,$,4.0,07022,40.822143,-73.998558,10
Rabu House,$$,3.5,10016,40.742414114696,-73.9776433058961,50
China Spice,$$,3.5,07306,40.7350744307041,-74.0670984238386,16
RJR Yummy Kitchen,$,4.0,11369,40.7601665,-73.8783152,23
Marco Polo Noodle Shop,$,3.0,10013,40.7170122,-73.9998158,12
Wah Yeung's Kitchen,$,3.0,11104,40.745041,-73.9207394,20
Sao Mai,$$,3.5,10003,40.730362,-73.98362,418
Peking Roast Duck,$$,3.0,10016,40.7425799,-73.97772,8
Red Square Café,NA,3.5,10013,40.7174690812826,-74.0003221482038,3
Chelsea Thai Wholesale,$$,3.0,10011,40.7426359869553,-74.0061803595245,213
The Old Spot,$$,3.5,07302,40.72108,-74.04676,43
Hot Pot Best,$$,3.0,07302,40.7168312,-74.0385971,68
New Wonjo Restaurant,$$,3.5,10001,40.74788,-73.98665,1006
New China Tung,$,4.0,11217,40.678642,-73.97927,30
New Hong Wong Seafood Restaurant,$$,3.5,10013,40.717796,-73.995498,8
Grand Eastern,NA,3.0,10029,40.786716,-73.949974,9
Authentic Szechuan,$$,3.5,11215,40.6711753186162,-73.9848930557056,51
East Met West,$,3.0,11211,40.71446,-73.94392,45
Golden House,$,2.5,11103,40.76497,-73.91789,75
Udon West,$$,4.0,10017,40.7534980773926,-73.9736022949219,732
Dumpling Town,$,4.0,11373,40.7373229,-73.8771249,11
Kelley and Ping,$$,3.0,10012,40.7256,-73.99916,209
Food Shing,$,3.5,10038,40.713611,-73.997528,40
Kuai Le Hand Pull Noodles Restaurant,$,3.5,10002,40.715206,-73.994148,17
Jaiya,$$,3.5,10016,40.742179,-73.980915,665
Hua Rong Chinese Restaurant,$,3.5,11373,40.74084,-73.87921,20
Ai Zhen Foo Chow Restaurant,NA,3.5,10002,40.713863,-73.994873,2
Number One Chinese Restaurant,$,3.5,07093,40.78975,-74.00513,9
Banh Mi Saigon,$,4.0,10013,40.71936,-73.996673,1258
Zengo,$$$,3.5,10017,40.749757387679,-73.975456614573,743
Jing Hui,$,3.5,10039,40.8246154785156,-73.9396286010742,13
Spice,$$,3.5,10003,40.734539,-73.9918594,1358
Peking Hunan Park,NA,1.0,10017,40.751342,-73.978919,1
Number One Chinese Restaraunt,$,4.0,07086,40.7673454284668,-74.0290374755859,7
Pho Shop,$$,4.0,10128,40.77854288396,-73.9477937668562,122
Pam Real Thai Food,$$,3.5,10019,40.762978,-73.98993,572
King's Kitchen,NA,5.0,11221,40.69129,-73.93684,4
Zen 6,$$,4.0,10003,40.7266999721355,-73.9872980466536,480
New China,$,4.0,11206,40.69701,-73.9361191,8
Splendid China,$,4.0,10032,40.835598,-73.940437,13
Hong Kong Chinese Restaurant,$,4.0,11385,40.71099,-73.9049,16
East Village Thai,$$,4.0,10003,40.7282104492188,-73.9892120361328,179
A San FuZhou Restaurant,NA,2.0,10002,40.7145636149403,-73.993893008504,1
Uncle Boons,$$$,4.0,10012,40.7211328622237,-73.9943286309159,551
J's Wong,$,3.5,11238,40.67402,-73.95661,53
Canton Palace II,$$,3.0,07657,40.8447303369746,-74.0083200176165,149
New Malaysia,$$,3.5,10013,40.7158109,-73.9964924,568
Tasty Dumpling,$,3.5,10013,40.7149408310765,-73.9995409548283,394
Empire Express,$,3.5,11215,40.66909,-73.98574,30
Sing Hing Chinese Restaurant,$,3.5,11211,40.710937,-73.948715,18
New Szechuan House,$,2.5,11377,40.7459596,-73.9140785,42
Lantern Thai,$$,3.5,10003,40.7350845336914,-73.9833526611328,330
Yan Asian Restaurant,$$,4.0,07070,40.82739,-74.10491,93
Asian Express,$$,2.0,10010,40.737991,-73.98188,13
Jing Fu House,$,4.5,11372,40.74928,-73.8700999,7
First Wok,$,3.5,07047,40.7727099,-74.04002,26
Sun Hing Chinese Restaurant,$,4.0,11372,40.7560348510742,-73.8782348632812,7
Fuzhou Anping Fish Ball,NA,2.5,10002,40.7126905,-73.9967719,4
Jade Terrace,NA,1.5,10036,40.7601222,-73.9871659,2
Sweet Yummy House,$$,3.5,11373,40.74095,-73.87938,55
Chung Chun Kitchen,$,4.0,11205,40.69314,-73.973,12
Gan Asia,$$,2.5,10025,40.7923393,-73.971405,39
Taste of China,$,3.0,11103,40.7571451223932,-73.9148019297323,23
Ming Wok,$,3.5,11372,40.7555390072011,-73.883957862854,14
Future Restaurant,$,3.0,07302,40.72214,-74.0468999,82
Imperial Palace,$$,4.0,11354,40.761867,-73.830619,322
Hwa Yuan,NA,3.0,10002,40.7137,-73.99598,6
Chan's Garden,$,3.5,11205,40.6947199,-73.95635,23
Thái Son,$,3.5,10013,40.71683,-73.99963,705
Potjanee Thai Restaurant,$$,3.5,10014,40.73005,-74.003417,268
Saigon Vietnamese Sandwich Deli,$,4.0,10013,40.7199582,-73.9958631,540
Golden Dragon Kitchen,$,3.0,11211,40.713829,-73.955184,16
Sookk,$$,3.5,10025,40.79867,-73.96834,244
Lee's Chinese Restaurant,$,4.0,07307,40.7543291,-74.0468573,11
Min Jiang Restaurant,NA,2.0,10002,40.713554,-73.993515,3
Good Good Taste,NA,2.5,10002,40.71339,-73.994781,4
China House,NA,5.0,11385,40.713279,-73.908752,4
King's Wok,$,3.5,10031,40.82762,-73.9499,16
Wok Chi Stir Fry Kitchen,$$,5.0,10017,40.7521635914282,-73.9775511657219,2
Moon Palace Kitchen,NA,3.5,11378,40.72222,-73.90177,14
Mr Wonton Chinese Restaurant,$,2.5,11101,40.746978,-73.941986,31
85 Chinese Restaurant,$$,2.5,10002,40.7175407,-73.9944992,5
Talent Thai Kitchen,$$,3.5,10016,40.74525,-73.97768,213
Happy Gathering,$,3.0,11106,40.7589,-73.92601,41
Foo-Hing Chinese Kitchen,$,4.5,10454,40.8135071,-73.9222373,3
Pro Thai,$$,4.0,10029,40.78888,-73.94857,124
Win Son,$$,4.5,11206,40.70747,-73.94339,170
Xing Wang,NA,4.5,,40.7157550918675,-73.9982862881705,5
No 1 Hunan Chinese Restaurant,$,4.5,11373,40.743103,-73.874626,9
King Hong Restaurant,$,3.5,07024,40.84021,-73.980957,55
Zhen Good Taste,$,4.0,11378,40.7218974,-73.8928982,18
Hunan 3 Chinese Restaurant,$,3.0,11106,40.7613425374672,-73.9314051011108,18
Chun Wai Restaurant,$,4.0,07087,40.7605286187255,-74.0356116927299,6
Michael & Ping's Modern Chinese Take-Out,$$,3.5,11215,40.672501,-73.990177,206
Golden Kitchen,$,3.0,11102,40.7704481038437,-73.9190678626333,20
Amber West Village,$$,3.5,10014,40.733165,-74.006958,166
Woks Chinese Cuisine,$,4.0,11372,40.7496071,-73.8868179,15
Zest,$$,4.0,10002,40.7178344726563,-73.9899597167969,647
Panda Chinese Restaurant,$,3.5,11375,40.717395,-73.8569718,37
Golden Chopstick,$,3.5,11238,40.6718339,-73.957229,49
Lunch Box Buffet,$,2.5,10002,40.713916,-73.996704,11
Siri Thai,$$,4.0,10036,40.7618590612994,-73.9940920472145,162
Weng Garden,$,4.0,11233,40.685707,-73.920722,6
Chi Dumpling House,$,3.5,10002,40.7172813,-73.9945984,15
Ajisen Ramen,$$,3.0,10013,40.7141461347865,-73.9986339460327,279
Fu Run,$$,4.0,11354,40.758782,-73.831712,374
Eastern Chinese Restaurant,$,3.0,11106,40.7656686822612,-73.9307687804103,17
Bang Ga Nae,$$,4.5,07657,40.8339181186311,-74.0092921257019,5
Mr Wonton,$$,3.5,11217,40.675098,-73.974708,154
New Yummy Restaurant,NA,3.5,07087,40.77942,-74.0175299,8
Jin Mei Dumpling House 津美锅贴,$,3.5,10002,40.7128944396973,-73.9965591430664,48
Long Spring Garden,$,3.5,11377,40.745848,-73.901984,21
Soho Thai,$$,3.5,10013,40.720078,-73.999641,92
Chung Ching Restaurant,NA,4.0,10454,40.8101921081543,-73.9247589111328,5
New Hardee,$,4.0,11221,40.6925659179688,-73.9430160522461,6
Chopsticks Chinese Restaurant,$,3.0,07087,40.782344,-74.020889,17
Peking Kitchen,$,3.5,11238,40.688720703125,-73.9602813720703,7
Sau Voi,$,4.0,10013,40.717712,-74.000885,219
Great Wall Chinese Restaurant,$,4.0,11369,40.7638765,-73.8816184,14
Great Wall Chinese Restaurant,$,3.0,07086,40.7737819079407,-74.0202113841939,15
Chen's Kitchen,$,3.5,07030,40.74183,-74.03993,9
No 1 Chinese Restaurant,$,3.5,10033,40.8513816,-73.9394706,104
Golden House,$,4.0,07093,40.78862,-74.00681,5
Nha Trang One,$,3.5,10013,40.71671,-73.9995299,640
Gem Bistro,$$,4.5,07032,40.748554,-74.144834,8
Dong Fang Chuan Dian,$$,3.5,07650,40.842061,-74.00088,48
East 21,$,3.5,11372,40.7464685299281,-73.8940858840942,60
Shanghai Dim Sum,NA,5.0,10013,40.7141299241729,-73.9988739506347,1
Great Wok Chinese Restaurant,$,3.5,07087,40.7606899,-74.04245,11
Bennie's Thai Cafe,$$,3.5,10038,40.70912,-74.00578,278
Canaan Restaurant,$,4.0,11356,40.784443,-73.8460002,31
Indochine,$$$,3.5,10003,40.72917,-73.99227,292
Panda Garden Restaurant,$,3.0,11377,40.7455887091084,-73.9046854516638,17
China Palace,$$,2.5,10016,40.747486114502,-73.983757019043,2
Five Loaves And Two Fishes 五餅二魚,$,3.5,11373,40.7413575053731,-73.8815073235202,35
China Gourmet,NA,1.0,10029,40.788982,-73.943283,1
